,abstract,doi
0,Spatial navigation requires information about the relationship between current and future positions. The activity of hippocampal neurons appears to reflect such a relationship representing not only instantaneous position but also the path towards a goal location. However how the hippocampus obtains information about goal direction is poorly understood. Here we report a prefrontal-thalamic neural  circuit that is required for hippocampal representation of routes or trajectories through the environment. Trajectory-dependent firing was observed in medial prefrontal cortex the nucleus reuniens of the thalamus and the CA1 region of the hippocampus in rats. Lesioning or optogenetic silencing of the nucleus reuniens substantially reduced trajectory-dependent CA1 firing. Trajectory-dependent activity was almost absent in CA3 which does not receive nucleus reuniens input. The data suggest that projections from medial prefrontal  cortex via the nucleus reuniens are crucial for representation of the future path during goal-directed behaviour and point to the thalamus as a key node in networks for long-range communication between cortical regions involved in navigation.,10.1038/nature14396
0,Grid cells are neurons with periodic spatial receptive fields (grids) that tile two-dimensional space in a hexagonal pattern. To provide useful information about location grids must be stably anchored to an external reference frame. The mechanisms underlying this anchoring process have remained elusive. Here we show  in differently sized familiar square enclosures that the axes of the grids are offset from the walls by an angle that minimizes symmetry with the borders of the environment. This rotational offset is invariably accompanied by an elliptic distortion of the grid pattern. Reversing the ellipticity analytically by a shearing transformation removes the angular offset. This together with the near-absence of rotation in novel environments suggests that the rotation emerges through non-coaxial strain as a function of experience. The systematic relationship between rotation and distortion of the grid pattern points to shear  forces arising from anchoring to specific geometric reference points as key elements of the mechanism for alignment of grid patterns to the external world.,10.1038/nature14151
0,The contribution of hippocampal circuits to high-capacity episodic memory is often attributed to the large number of orthogonal activity patterns that may be  stored in these networks. Evidence for high-capacity storage in the hippocampus is missing however. When animals are tested in pairs of environments different  combinations of place cells are recruited consistent with the notion of independent representations. However the extent to which representations remain  independent across larger numbers of environments has not been determined. To investigate whether spatial firing patterns recur when animals are exposed to multiple environments we tested rats in 11 recording boxes each in a different  room allowing for 55 comparisons of place maps in each animal. In each environment activity was recorded from neuronal ensembles in hippocampal area CA3 with an average of 30 active cells per animal. Representations were highly correlated between repeated tests in the same room but remained orthogonal across all combinations of different rooms with minimal overlap in the active cell samples from each environment. A low proportion of cells had activity in many rooms but the firing locations of these cells were completely uncorrelated. Taken together the results suggest that the number of independent spatial representations stored in hippocampal area CA3 is large with minimal recurrence  of spatial firing patterns across environments.,10.1073/pnas.1421056111
0,To determine how hippocampal backprojections influence spatially periodic firing  in grid cells we recorded neural activity in the medial entorhinal cortex (MEC)  of rats after temporary inactivation of the hippocampus. We report two major changes in entorhinal grid cells. First hippocampal inactivation gradually and selectively extinguished the grid pattern. Second the same grid cells that lost  their grid fields acquired substantial tuning to the direction of the rat's head. This transition in firing properties was contingent on a drop in the average firing rate of the grid cells and could be replicated by the removal of an external excitatory drive in an attractor network model in which grid structure emerges by velocity-dependent translation of activity across a network with inhibitory connections. These results point to excitatory drive from the hippocampus and possibly other regions as one prerequisite for the formation and translocation of grid patterns in the MEC.,10.1038/nn.3311
0,Single-neuron activity in the prefrontal cortex (PFC) is tuned to mixtures of multiple task-related aspects. Such mixed selectivity is highly heterogeneous seemingly disordered and therefore difficult to interpret. We analysed the neural activity recorded in monkeys during an object sequence memory task to identify a  role of mixed selectivity in subserving the cognitive functions ascribed to the PFC. We show that mixed selectivity neurons encode distributed information about  all task-relevant aspects. Each aspect can be decoded from the population of neurons even when single-cell selectivity to that aspect is eliminated. Moreover mixed selectivity offers a significant computational advantage over specialized responses in terms of the repertoire of input-output functions implementable by readout neurons. This advantage originates from the highly diverse nonlinear selectivity to mixtures of task-relevant variables a signature of high-dimensional neural representations. Crucially this dimensionality is predictive of animal behaviour as it collapses in error trials. Our findings recommend a shift of focus for future studies from neurons that have easily interpretable response tuning to the widely observed but rarely analysed mixed  selectivity neurons.,10.1038/nature12160
0,Dopaminergic (DA) neurons in the midbrain provide rich topographic innervation of the striatum and are central to learning and to generating actions. Despite the importance of this DA innervation it remains unclear whether and how DA neurons  are specialized on the basis of the location of their striatal target. Thus we sought to compare the function of subpopulations of DA neurons that target distinct striatal subregions in the context of an instrumental reversal learning  task. We identified key differences in the encoding of reward and choice in dopamine terminals in dorsal versus ventral striatum: DA terminals in ventral striatum responded more strongly to reward consumption and reward-predicting cues whereas DA terminals in dorsomedial striatum responded more strongly to contralateral choices. In both cases the terminals encoded a reward prediction error. Our results suggest that the DA modulation of the striatum is spatially organized to support the specialized function of the targeted subregion.,10.1038/nn.4287
0,Situations in which rewards are unexpectedly obtained or withheld represent opportunities for new learning. Often this learning includes identifying cues that predict reward availability. Unexpected rewards strongly activate midbrain dopamine neurons. This phasic signal is proposed to support learning about antecedent cues by signaling discrepancies between actual and expected outcomes  termed a reward prediction error. However it is unknown whether dopamine neuron  prediction error signaling and cue-reward learning are causally linked. To test this hypothesis we manipulated dopamine neuron activity in rats in two behavioral procedures associative blocking and extinction that illustrate the essential function of prediction errors in learning. We observed that optogenetic activation of dopamine neurons concurrent with reward delivery mimicking a prediction error was sufficient to cause long-lasting increases in cue-elicited  reward-seeking behavior. Our findings establish a causal role for temporally precise dopamine neuron signaling in cue-reward learning bridging a critical gap between experimental evidence and influential theoretical frameworks.,10.1038/nn.3413
0,The ventral pallidum (VP) is posited to contribute to reward seeking by conveying upstream signals from the nucleus accumbens (NAc). Yet very little is known about how VP neuron responses contribute to behavioral responses to incentive cues. Here we recorded activity of VP neurons in a cue-driven reward-seeking task previously shown to require neural activity in the NAc. We find that VP neurons encode both learned cue value and subsequent reward seeking and that activity in VP neurons is required for robust cue-elicited reward seeking. Surprisingly the onset of VP neuron responses occurs at a shorter latency than cue-elicited responses in NAc neurons. This suggests that this VP encoding is not a passive response to signals generated in the NAc and that VP neurons integrate  sensory and motivation-related information received directly from other mesocorticolimbic inputs.,10.1016/j.neuron.2016.04.037
0,"Although the orbitofrontal cortex (OFC) has been studied intensely for decades its precise functions have remained elusive. We recently hypothesized that the OFC contains a ""cognitive map"" of task space in which the current state of the task is represented and this representation is especially critical for behavior  when states are unobservable from sensory input. To test this idea we apply pattern-classification techniques to neuroimaging data from humans performing a decision-making task with 16 states. We show that unobservable task states can be decoded from activity in OFC and decoding accuracy is related to task performance and the occurrence of individual behavioral errors. Moreover similarity between the neural representations of consecutive states correlates with behavioral accuracy in corresponding state transitions. These results support the idea that OFC represents a cognitive map of task space and establish  the feasibility of decoding state representations in humans using non-invasive neuroimaging.",10.1016/j.neuron.2016.08.019
0,Orbitofrontal cortex (OFC) has long been known to play an important role in decision making. However the exact nature of that role has remained elusive. Here we propose a unifying theory of OFC function. We hypothesize that OFC provides an abstraction of currently available information in the form of a labeling of the current task state which is used for reinforcement learning (RL) elsewhere in the brain. This function is especially critical when task states include unobservable information for instance from working memory. We use this  framework to explain classic findings in reversal learning delayed alternation  extinction and devaluation as well as more recent findings showing the effect of OFC lesions on the firing of dopaminergic neurons in ventral tegmental area (VTA) in rodents performing an RL task. In addition we generate a number of testable experimental predictions that can distinguish our theory from other accounts of OFC function.,10.1016/j.neuron.2013.11.005
0,Neural stem (NS) cells are multipotent cells defined by their capacity to proliferate and differentiate into all neuronal and glial phenotypes. NS cells can be obtained from specific regions of the adult brain or generated from embryonic stem cells (ESCs). NS cells differentiate into neural progenitor (NP) cells and subsequently neural precursors as transient steps towards terminal differentiation into specific mature neuronal or glial phenotypes. When cultured  in EGF and FGF2 ESC-derived NS cells have been reported to be stable and multipotent. Conditions that enable differentiation of NS cells through the committed progenitor and precursor stages to specific neuronal subtypes have not  been fully established. In this study we investigated using Lmx1a reporter ESCs whether the length of neural induction (NI) dictated the phenotypic potential of  cultures of ESC-derived NS cells or NP cells. Following 4 7 or 10 day periods of NI ESCs in monolayer culture were harvested and cultured as neurospheres prior  to replating as monolayer cultures for several passages in EGF and FGF2. The NS/NP cultures were then directed towards mature neuronal fates over 16-17 days.  4 and 7-day NS cell cultures could not be differentiated towards dopaminergic serotonergic or cholinergic fates as determined by the absence of tyrosine hydroxylase 5-HT or choline acetyltransferase (ChAT) immunolabelling. In contrast NS/NP cultures derived after 10 days of NI were able to generate tyrosine hydroxylase and 5-HT positive neurons (24±6 and 13±1% of the βIII-tubulin positive population respectively n=3). Our data suggest that extended periods of neural induction enhanced the potential of mouse ESC-derived  NS/NP cells to generate specific subtypes of neurons. NS/NP cells derived after shorter periods of NI appeared to be lineage-restricted in relation to the neuronal subtypes observed after removal of EGF.,10.1016/j.neuint.2011.04.002
0,The lateral orbitofrontal cortex (lOFC) has been described as signaling either outcome expectancies or value. Previously we used unblocking to show that lOFC neurons respond to a predictive cue signaling a 'valueless' change in outcome features (McDannald 2014). However many lOFC neurons also fired to a cue that simply signaled more reward. Here we recorded lOFC neurons in a variant of this  task in which rats learned about cues that signaled either more (upshift) less (downshift) or the same (blocked) amount of reward. We found that neurons acquired responses specifically to one of the three cues and did not fire to the  other two. These results show that at least early in learning lOFC neurons fire to valued cues in a way that is more consistent with signaling of the predicted outcome's features than with signaling of a general abstract or cached value that is independent of the outcome.,10.7554/elife.11299
0,Projections from the lateral hypothalamic area (LHA) innervate components of the  mesolimbic dopamine (MLDA) system including the ventral tegmental area (VTA) and nucleus accumbens (NAc) to modulate motivation appropriately for physiologic state. Neurotensin (NT)-containing LHA neurons respond to multiple homeostatic challenges and project to the VTA suggesting that these neurons could link such  signals to MLDA function. Indeed we found that pharmacogenetic activation of LHA NT neurons promoted prolonged DA-dependent locomotor activity and NAc DA efflux  suggesting the importance of VTA neurotransmitter release by LHA NT neurons for the control of MLDA function. Using a microdialysis-mass spectrometry technique that we developed to detect endogenous NT in extracellular fluid in the mouse brain we found that activation of LHA NT cells acutely increased the extracellular concentration of NT (a known activator of VTA DA cells) in the VTA. In contrast to the prolonged elevation of extracellular NAc DA however VTA NT concentrations rapidly returned to baseline. Intra-VTA infusion of NT receptor antagonist abrogated the ability of LHA NT cells to increase extracellular DA in  the NAc demonstrating that VTA NT promotes NAc DA release. Thus transient LHA-derived NT release in the VTA couples LHA signaling to prolonged changes in DA efflux and MLDA function.,10.1210/en.2014-1986
0,A major impediment to improving the treatment of concussion is our current inability to identify patients that will experience persistent problems after the injury. Recently brain-derived exosomes which cross the blood-brain barrier and circulate following injury have shown great potential as a noninvasive biomarker of brain recovery. However clinical use of exosomes has been constrained by their small size (30-100 nm) and the extensive sample preparation (>24 hr) needed for traditional exosome measurements. To address these challenges we developed a smartphone-enabled optofluidic platform to measure brain-derived exosomes. Sample-to-answer on our chip is 1 hour 10x faster than conventional techniques.  The key innovation is an optofluidic device that can detect enzyme amplified exosome biomarkers and is read out using a smartphone camera. Using this approach we detected and profiled GluR2+ exosomes in the post-injury state using both in vitro and murine models of concussion.,10.1038/srep31215
0,The activity of ensembles of hippocampal place cells represents a hallmark of an  animal's spatial experience. The neuronal mechanisms that enable the rapid expression of novel place cell sequences are not entirely understood. Here we report that during sleep or rest distinct sets of hippocampal temporal sequences in the rat preplay multiple corresponding novel spatial experiences with high specificity. These findings suggest that the place cell sequence of a novel spatial experience is determined in part by an online selection of a subset of  cellular firing sequences from a larger repertoire of preexisting temporal firing sequences in the hippocampal cellular assembly network that become rapidly bound  to the novel experience. We estimate that for the given context the recorded hippocampal network activity has the capacity to preplay an extended repertoire of at least 15 future spatial experiences of similar distinctiveness and complexity.,10.1073/pnas.1306031110
0,During spatial exploration hippocampal neurons show a sequential firing pattern  in which individual neurons fire specifically at particular locations along the animal's trajectory (place cells). According to the dominant model of hippocampal cell assembly activity place cell firing order is established for the first time during exploration to encode the spatial experience and is subsequently replayed during rest or slow-wave sleep for consolidation of the encoded experience. Here we report that temporal sequences of firing of place cells expressed during a novel spatial experience occurred on a significant number of occasions during the resting or sleeping period preceding the experience. This phenomenon which is called preplay occurred in disjunction with sequences of replay of a familiar experience. These results suggest that internal neuronal dynamics during resting or sleep organize hippocampal cellular assemblies into temporal sequences that contribute to the encoding of a related novel experience  occurring in the future.,10.1038/nature09633
0,Recognizing when the world changes is fundamental for normal learning. In this issue of Neuron Bradfield et al. (2013) show that cholinergic interneurons in dorsomedial striatum are critical to the process whereby new states of the world  are appropriately registered and retrieved during associative learning.,10.1016/j.neuron.2013.06.033
0,Dominant theories of hippocampal function propose that place cell representations are formed during an animal's first encounter with a novel environment and are subsequently replayed during off-line states to support consolidation and future  behaviour. Here we report that viewing the delivery of food to an unvisited portion of an environment leads to off-line pre-activation of place cells sequences corresponding to that space. Such 'preplay' was not observed for an unrewarded but otherwise similar portion of the environment. These results suggest that a hippocampal representation of a visible yet unexplored environment can be formed if the environment is of motivational relevance to the  animal. We hypothesise such goal-biased preplay may support preparation for future experiences in novel environments.,10.7554/elife.06063
0,Hippocampal replay has been hypothesized to underlie memory consolidation and navigational planning yet the involvement of grid cells in replay is unknown. During replay we found grid cells to be spatially coherent with place cells encoding locations 11 ms delayed relative to the hippocampus with directionally  modulated grid cells and forward replay exhibiting the greatest coherence with the CA1 area of the hippocampus. This suggests grid cells are engaged during the  consolidation of spatial memories to the neocortex.,10.1038/nn.4291
0,"Navigating to a safe place such as a home or nest is a fundamental behavior for all complex animals. Determining the direction to such goals is a crucial first step in navigation. Surprisingly little is known about how or where in the brain this ""goal direction signal"" is represented. In mammals ""head-direction cells"" are thought to support this process but despite 30 years of research no evidence for a goal direction representation has been reported. Here we used fMRI to record neural activity while participants made goal direction judgments based on a previously learned virtual environment. We applied multivoxel pattern  analysis to these data and found that the human entorhinal/subicular region contains a neural representation of intended goal direction. Furthermore the neural pattern expressed for a given goal direction matched the pattern expressed when simply facing that same direction. This suggests the existence of a shared neural representation of both goal and facing direction. We argue that this reflects a mechanism based on head-direction populations that simulate future goal directions during route planning. Our data further revealed that the strength of direction information predicts performance. Finally we found a dissociation between this geocentric information in the entorhinal/subicular region and egocentric direction information in the precuneus.",10.1016/j.cub.2014.11.001
0,It has been hypothesized that the brain organizes concepts into a mental map allowing conceptual relationships to be navigated in a manner similar to that of  space. Grid cells use a hexagonally symmetric code to organize spatial representations and are the likely source of a precise hexagonal symmetry in the  functional magnetic resonance imaging signal. Humans navigating conceptual two-dimensional knowledge showed the same hexagonal signal in a set of brain regions markedly similar to those activated during spatial navigation. This gridlike signal is consistent across sessions acquired within an hour and more than a week apart. Our findings suggest that global relational codes may be used  to organize nonspatial conceptual representations and that these codes may have a hexagonal gridlike pattern when conceptual knowledge is laid out in two continuous dimensions.,10.1126/science.aaf0941
0,Complex cognitive processes require sophisticated local processing but also interactions between distant brain regions. It is therefore critical to be able to study distant interactions between local computations and the neural representations they act on. Here we report two anatomically and computationally  distinct learning signals in lateral orbitofrontal cortex (lOFC) and the dopaminergic ventral midbrain (VM) that predict trial-by-trial changes to a basic internal model in hippocampus. To measure local computations during learning and  their interaction with neural representations we coupled computational fMRI with trial-by-trial fMRI suppression. We find that suppression in a medial temporal lobe network changes trial-by-trial in proportion to stimulus-outcome associations. During interleaved choice trials we identify learning signals that relate to outcome type in lOFC and to reward value in VM. These intervening choice feedback signals predicted the subsequent change to hippocampal suppression suggesting a convergence of signals that update the flexible representation of stimulus-outcome associations.,10.1016/j.neuron.2016.02.014
0,Prior experience is critical for decision-making. It enables explicit representation of potential outcomes and provides training to valuation mechanisms. However we can also make choices in the absence of prior experience  by merely imagining the consequences of a new experience. Using functional magnetic resonance imaging repetition suppression in humans we examined how neuronal representations of novel rewards can be constructed and evaluated. A likely novel experience was constructed by invoking multiple independent memories in hippocampus and medial prefrontal cortex. This construction persisted for only a short time period during which new associations were observed between the memories for component items. Together these findings suggest that in the absence of direct experience coactivation of multiple relevant memories can provide a training signal to the valuation system that allows the consequences of new experiences to be imagined and acted on.,10.1038/nn.3515
0,Balance of cortical excitation and inhibition (EI) is thought to be disrupted in  several neuropsychiatric conditions yet it is not clear how it is maintained in  the healthy human brain. When EI balance is disturbed during learning and memory  in animal models it can be restabilized via formation of inhibitory replicas of  newly formed excitatory connections. Here we assess evidence for such selective inhibitory rebalancing in humans. Using fMRI repetition suppression we measure newly formed cortical associations in the human brain. We show that expression of these associations reduces over time despite persistence in behavior consistent  with inhibitory rebalancing. To test this we modulated excitation/inhibition balance with transcranial direct current stimulation (tDCS). Using ultra-high-field (7T) MRI and spectroscopy we show that reducing GABA allows cortical associations to be re-expressed. This suggests that in humans associative memories are stored in balanced excitatory-inhibitory ensembles that  lie dormant unless latent inhibitory connections are unmasked.,10.1016/j.neuron.2016.02.031
0,α-Synuclein is an intrinsically disordered protein that is associated with the pathogenesis of Parkinson's disease through the processes involved in the formation of amyloid fibrils. α and β-synuclein are homologous proteins found at  comparable levels in presynaptic terminals but β-synuclein has a greatly reduced  propensity to aggregate and indeed has been found to inhibit α-synuclein aggregation. In this paper we describe how sequence differences between α- and β-synuclein affect individual microscopic processes in amyloid formation. In particular we show that β-synuclein strongly suppresses both lipid-induced aggregation and secondary nucleation of α-synuclein by competing for binding sites at the surfaces of lipid vesicles and fibrils respectively. These results  suggest that β-synuclein can act as a natural inhibitor of α-synuclein aggregation by reducing both the initiation of its self-assembly and the proliferation of its aggregates.,10.1038/srep36010
0,Compulsive eating behavior is a transdiagnostic construct that is characteristic  of medical and psychiatric conditions such as forms of obesity and eating disorders. Although feeding research is moving toward a better understanding of the proposed addictive properties of food the components and the mechanisms contributing to compulsive eating are not yet clearly defined or understood. Current understanding highlights three elements of compulsive behavior as it applies to pathological overeating: (1) habitual overeating; (2) overeating to relieve a negative emotional state; and (3) overeating despite aversive consequences. These elements emerge through mechanisms involving pathological habit formation through an aberrant learning process the emergence of a negative emotional state and dysfunctions in behavioral control. Dysfunctions in systems  within neurocircuitries that comprise the basal ganglia the extended amygdala and the prefrontal cortex result in compulsive eating behaviors. Here we present evidence to relate compulsive eating behavior and addiction and to characterize their underlying neurobiological mechanisms. A major need to improve understanding of compulsive eating through the integration of complex motivational emotional and cognitive constructs is warranted.,10.1038/npp.2016.269
0,By dividing asymmetrically stem cells can generate two daughter cells with distinct fates. However evidence is limited in mammalian systems for the selective apportioning of subcellular contents between daughters. We followed the fates of old and young organelles during the division of human mammary stemlike cells and found that such cells apportion aged mitochondria asymmetrically between daughter cells. Daughter cells that received fewer old mitochondria maintained stem cell traits. Inhibition of mitochondrial fission disrupted both the age-dependent subcellular localization and segregation of mitochondria and caused loss of stem cell properties in the progeny cells. Hence mechanisms exist for mammalian stemlike cells to asymmetrically sort aged and young mitochondria  and these are important for maintaining stemness properties.,10.1126/science.1260384
0,"Great advances have been made in signaling information on brain activity in individuals or passing between an individual and a computer or robot. These include recording of natural activity using implants under the scalp or by external means or the reverse feeding of such data into the brain. In one recent  example noninvasive transcranial magnetic stimulation (TMS) allowed feeding of digitalized information into the central nervous system (CNS). Thus noninvasive  electroencephalography (EEG) recordings of motor signals at the scalp representing specific motor intention of hand moving in individual humans were fed as repetitive transcranial magnetic stimulation (rTMS) at a maximum intensity of 2.0[Formula: see text]T through a circular magnetic coil placed flush on each  of the heads of subjects present at a different location. The TMS was said to induce an electric current influencing axons of the motor cortex causing the intended hand movement: the first example of the transfer of motor intention and  its expression between the brains of two remote humans. However to date the mechanisms involved not least that relating to the participation of magnetic induction remain unclear. In general in animal biology magnetic fields are usually the poor relation of neuronal current: generally ""unseen"" and if apparent disregarded or just given a nod. Niels Bohr searched for a biological parallel to complementary phenomena of physics. Pertinently the two-brains hypothesis (TBH) proposed recently that advanced animals especially man have two brains i.e. the animal CNS evolved as two fundamentally different though interdependent complementary organs: one electro-ionic (tangible known and accessible) and the other electromagnetic (intangible and difficult to access) - a stable structured and functional 3D compendium of variously induced  interacting electro-magnetic (EM) fields. Research on the CNS in health and disease progresses including that on brain-brain brain-computer and brain-robot  engineering. As they grow even closer these disciplines involve their own unique complexities including direction by the laws of inductive physics. So the novel  TBH hypothesis has wide fundamental implications including those related to TMS. These require rethinking and renewed research engaging the fully complementary equivalence of mutual magnetic and electric field induction in the CNS and within this context a new mathematics of the brain to decipher higher cognitive  operations not possible with current brain-brain and brain-machine interfaces. Bohr may now rest.",10.1142/s0219635215500235
0,The human cerebral cortex develops through an elaborate succession of cellular events that when disrupted can lead to neuropsychiatric disease. The ability to reprogram somatic cells into pluripotent cells that can be differentiated in vitro provides a unique opportunity to study normal and abnormal corticogenesis.  Here we present a simple and reproducible 3D culture approach for generating a laminated cerebral cortex-like structure named human cortical spheroids (hCSs)  from pluripotent stem cells. hCSs contain neurons from both deep and superficial  cortical layers and map transcriptionally to in vivo fetal development. These neurons are electrophysiologically mature display spontaneous activity are surrounded by nonreactive astrocytes and form functional synapses. Experiments in acute hCS slices demonstrate that cortical neurons participate in network activity and produce complex synaptic events. These 3D cultures should allow a detailed interrogation of human cortical development function and disease and may prove a versatile platform for generating other neuronal and glial subtypes in vitro.,10.1038/nmeth.3415
0,Two-step quantitative real-time RT-PCR (RT-qPCR) also known as real-time RT-PCR kinetic RT-PCR or quantitative fluorescent RT-PCR has become the method of choice for gene expression analysis during the last few years. It is a fast and convenient PCR method that combines traditional RT-PCR with the phenomenon of fluorescence resonance energy transfer (FRET) using fluorogenic primers. The detection of changes in fluorescence intensity during the reaction enables the user to follow the PCR reaction in real time.RT-qPCR comprises several steps: (1) RNA is isolated from target tissue/cells; (2) mRNA is reverse-transcribed to cDNA; (3) modified gene-specific PCR primers are used to amplify a segment of the cDNA of interest following the reaction in real time; and (4) the initial concentration of the selected transcript in a specific tissue or cell type is calculated from the exponential phase of the reaction. Relative quantification or absolute quantification compared to standards that are run in parallel can be performed.This chapter describes the entire procedure from isolation of total RNA from liver and fatty tissues/cells to the use of RT-qPCR to study gene expression in these tissues. We perform relative quantification of transcripts to calculate  the fold-difference of a certain mRNA level between different samples. In addition tips for choosing primers and performing analyses are provided to help  the beginner in understanding the technique.,10.1007/978-1-60327-369-5_2
0,Circular RNAs (circRNAs) represent a large class of noncoding RNAs (ncRNAs) that  have recently emerged as regulators of gene expression. They have been shown to suppress microRNAs thereby increasing the translation and stability of the targets of such microRNAs. In this review we discuss the emerging functions of circRNAs including RNA transcription splicing turnover and translation. We also discuss other possible facets of circRNAs that can influence their function  depending on the cell context such as circRNA abundance subcellular localization interacting partners (RNA DNA and proteins) dynamic changes in interactions following stimulation and potential circRNA translation. The ensuing changes in gene expression patterns elicited by circRNAs are proposed to  drive key cellular processes such as cell proliferation differentiation and survival that govern health and disease. WIREs RNA 2017 8:e1386. doi: 10.1002/wrna.1386 For further resources related to this article please visit the WIREs website.,10.1002/wrna.1386
0,Erratum in     Nat Commun. 2015;6:7626. Cheer Joseph [Corrected to Cheer Joseph F].,10.1038/ncomms8062
0,BACKGROUND AND PURPOSE: Repeated administration of a μ opioid receptor agonist can enhance some forms of impulsivity such as delay discounting. However it is  unclear whether repeated administration alters motor impulsivity. EXPERIMENTAL APPROACH: We examined the effects of acute administration of morphine and amphetamine prior to and during daily morphine administration in rats responding under a five-choice serial reaction time task. Rats (n = 5) were  trained to detect a brief flash of light presented randomly in one of five response holes; responding in the target hole delivered food whereas responding  in the wrong hole or responding prior to illumination of the target stimulus (premature response) initiated a timeout. Premature responding served as an index of motor impulsivity. KEY RESULTS: Administered acutely morphine (0.1-10 mg·kg(-1)  i.p.) increased omissions and modestly although not significantly premature responding without  affecting response accuracy; amphetamine (0.1-1.78 mg·kg(-1)  i.p.) increased premature responding without changing omissions or response accuracy. After 3 weeks of 10 mg·kg(-1) ·day(-1) morphine tolerance developed to its effects on  omissions whereas premature responding increased approximately fourfold compared with baseline. Effects of amphetamine were not significantly affected by daily morphine administration. CONCLUSIONS AND IMPLICATIONS: These data suggest that repeated administration of  morphine increased effects of morphine on motor impulsivity although tolerance developed to other effects such as omissions. To the extent that impulsivity is  a risk factor for drug abuse repeated administration of μ opioid receptor agonists for recreational or therapeutic purposes might increase impulsivity and thus the risk for drug abuse.,10.1111/bph.13434
0,Individuals from different populations vary considerably in their susceptibility  to immune-related diseases. To understand how genetic variation and natural selection contribute to these differences we tested for the effects of African versus European ancestry on the transcriptional response of primary macrophages to live bacterial pathogens. A total of 9.3% of macrophage-expressed genes show ancestry-associated differences in the gene regulatory response to infection and African ancestry specifically predicts a stronger inflammatory response and reduced intracellular bacterial growth. A large proportion of these differences are under genetic control: for 804 genes more than 75% of ancestry effects on the immune response can be explained by a single cis- or trans-acting expression  quantitative trait locus (eQTL). Finally we show that genetic effects on the immune response are strongly enriched for recent population-specific signatures  of adaptation. Together our results demonstrate how historical selective events  continue to shape human phenotypic diversity today including for traits that are key to controlling infection.,10.1016/j.cell.2016.09.025
0,The functional rules for microRNA (miRNA) targeting remain controversial despite  their biological importance because only a small fraction of distinct interactions called site types have been examined among an astronomical number  of site types that can occur between miRNAs and their target mRNAs. To systematically discover functional site types and to evaluate the contradicting rules reported previously we used large-scale transcriptome data and statistically examined whether each of approximately 2 billion site types is enriched in differentially downregulated mRNAs responding to overexpressed miRNAs. Accordingly we identified seven non-canonical functional site types most of which are novel in addition to four canonical site types while also removing numerous false positives reported by previous studies. Extensive experimental validation and significantly elevated 3' UTR sequence conservation indicate that these non-canonical site types may have biologically relevant roles. Our expanded catalog of functional site types suggests that the gene regulatory network controlled by miRNAs may be far more complex than currently understood.,10.1038/ng.3694
0,"Histone-modifying enzymes regulate transcription and are sensitive to availability of endogenous small-molecule metabolites allowing chromatin to respond to changes in environment. The gut microbiota produces a myriad of metabolites that affect host physiology and susceptibility to disease; however the underlying molecular events remain largely unknown. Here we demonstrate that  microbial colonization regulates global histone acetylation and methylation in multiple host tissues in a diet-dependent manner: consumption of a ""Western-type"" diet prevents many of the microbiota-dependent chromatin changes that occur in a  polysaccharide-rich diet. Finally we demonstrate that supplementation of germ-free mice with short-chain fatty acids major products of gut bacterial fermentation is sufficient to recapitulate chromatin modification states and transcriptional responses associated with colonization. These findings have profound implications for understanding the complex functional interactions between diet gut microbiota and host health.",10.1016/j.molcel.2016.10.025
0,Systemic arterial hypertension is an important cause of cardiovascular disease morbidity and mortality. African Americans are disproportionately affected by hypertension in fact the incidence prevalence and severity of hypertension is  highest among African American (AA) women. Previous data suggests that differential gene expression influences individual susceptibility to selected diseases and we hypothesized that this phenomena may affect health disparities in hypertension. Transcriptional profiling of peripheral blood mononuclear cells from AA or white normotensive or hypertensive females identified thousands of mRNAs differentially-expressed by race and/or hypertension. Predominant gene expression differences were observed in AA hypertensive females compared to AA normotensives or white hypertensives. Since microRNAs play important roles in regulating gene expression we profiled global microRNA expression and observed differentially-expressed microRNAs by race and/or hypertension. We identified novel mRNA-microRNA pairs potentially involved in hypertension-related pathways and differently-expressed including MCL1/miR-20a-5p APOL3/miR-4763-5p PLD1/miR-4717-3p and PLD1/miR-4709-3p. We validated gene expression levels via RT-qPCR and microRNA target validation was performed in primary endothelial cells. Altogether we identified significant gene expression differences between  AA and white female hypertensives and pinpointed novel mRNA-microRNA pairs differentially-expressed by hypertension and race. These differences may contribute to the known disparities in hypertension and may be potential targets  for intervention.,10.1038/srep35815
