"","create_date","version_id","user_id","manuscript_id","manuscript_DOI","actionability","concreteness_confidence","discovery_value","expertise","abstract","url","year","AltScore","abstract_nchar","abstract_num_digits","abstract_has_digits","abstract_findings_results","dv_words","act_words","con_words"
"94","2017-05-26 18:15:00","2",30,277,"10.1038/nn.2134",5,4.35,3.86,4.44,"Although short-term plasticity is believed to play a fundamental role in cortical computation empirical evidence bearing on its role during behavior is scarce. Here we looked for the signature of short-term plasticity in the fine-timescale spiking relationships of a simultaneously recorded population of physiologically  identified pyramidal cells and interneurons in the medial prefrontal cortex of the rat in a working memory task. On broader timescales sequentially organized  and transiently active neurons reliably differentiated between different trajectories of the rat in the maze. On finer timescales putative monosynaptic interactions reflected short-term plasticity in their dynamic and predictable modulation across various aspects of the task beyond a statistical accounting for the effect of the neurons' co-varying firing rates. Seeking potential mechanisms for such effects we found evidence for both firing pattern-dependent  facilitation and depression as well as for a supralinear effect of presynaptic coincidence on the firing of postsynaptic targets.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnn.2134&report=abstract&format=text","2008",9.14,1073,0,FALSE,0,1,1,0
"95","2017-05-27 15:08:00","2",30,285,"10.1371/journal.pbio.0030068",2.26,3.42,4.99,3.89,"How different is local cortical circuitry from a random network? To answer this question we probed synaptic connections with several hundred simultaneous quadruple whole-cell recordings from layer 5 pyramidal neurons in the rat visual  cortex. Analysis of this dataset revealed several nonrandom features in synaptic  connectivity. We confirmed previous reports that bidirectional connections are more common than expected in a random network. We found that several highly clustered three-neuron connectivity patterns are overrepresented suggesting that connections tend to cluster together. We also analyzed synaptic connection strength as defined by the peak excitatory postsynaptic potential amplitude. We found that the distribution of synaptic connection strength differs significantly from the Poisson distribution and can be fitted by a lognormal distribution. Such a distribution has a heavier tail and implies that synaptic weight is concentrated among few synaptic connections. In addition the strengths of synaptic connections sharing pre- or postsynaptic neurons are correlated implying that strong connections are even more clustered than the weak ones. Therefore the local cortical network structure can be viewed as a skeleton of stronger connections in a sea of weaker ones. Such a skeleton is likely to play an important role in network dynamics and should be investigated further.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1371%2Fjournal.pbio.0030068&report=abstract&format=text","2005",2.75,1398,1,TRUE,0,2,0,1
"96","2016-12-15 14:42:00","1",33,66,"10.1038/nn.2739",4.01,4.45,3.95,4.32,"Two intermingled hypothalamic neuron populations specified by expression of agouti-related peptide (AGRP) or pro-opiomelanocortin (POMC) positively and negatively influence feeding behavior respectively possibly by reciprocally regulating downstream melanocortin receptors. However the sufficiency of these neurons to control behavior and the relationship of their activity to the magnitude and dynamics of feeding are unknown. To measure this we used channelrhodopsin-2 for cell type-specific photostimulation. Activation of only 800 AGRP neurons in mice evoked voracious feeding within minutes. The behavioral  response increased with photoexcitable neuron number photostimulation frequency  and stimulus duration. Conversely POMC neuron stimulation reduced food intake and body weight which required melanocortin receptor signaling. However AGRP neuron-mediated feeding was not dependent on suppressing this melanocortin pathway indicating that AGRP neurons directly engage feeding circuits. Furthermore feeding was evoked selectively over drinking without training or prior photostimulus exposure which suggests that AGRP neurons serve a dedicated  role coordinating this complex behavior.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnn.2739&report=abstract&format=text","2011",77.424,1193,4,TRUE,0,0,1,0
"97","2016-11-16 20:35:00","1",34,13,"10.1016/j.biopsych.2010.05.024",2.68,2.64,2.66,1.45,"BACKGROUND: In the neurodevelopmental disorder autism several neuroimmune abnormalities have been reported. However it is unknown whether microglial somal volume or density are altered in the cortex and whether any alteration is associated with age or other potential covariates. METHODS: Microglia in sections from the dorsolateral prefrontal cortex of nonmacrencephalic male cases with autism (n = 13) and control cases (n = 9) were  visualized via ionized calcium binding adapter molecule 1 immunohistochemistry. In addition to a neuropathological assessment microglial cell density was stereologically estimated via optical fractionator and average somal volume was quantified via isotropic nucleator. RESULTS: Microglia appeared markedly activated in 5 of 13 cases with autism including 2 of 3 under age 6 and marginally activated in an additional 4 of 13 cases. Morphological alterations included somal enlargement process retraction and thickening and extension of filopodia from processes. Average microglial somal volume was significantly increased in white matter (p = .013) with a trend in gray matter (p = .098). Microglial cell density was increased in gray matter (p = .002). Seizure history did not influence any activation measure. CONCLUSIONS: The activation profile described represents a neuropathological alteration in a sizeable fraction of cases with autism. Given its early presence microglial activation may play a central role in the pathogenesis of autism in a  substantial proportion of patients. Alternatively activation may represent a response of the innate neuroimmune system to synaptic neuronal or neuronal network disturbances or reflect genetic and/or environmental abnormalities impacting multiple cellular populations.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1016%2Fj.biopsych.2010.05.024&report=abstract&format=text","2010",6.44,1755,22,TRUE,0,1,3,0
"98","2017-02-28 14:02:00","1",35,35,"10.1038/nature08002",2.48,3.23,3.12,1.57,"Cortical gamma oscillations (20-80 Hz) predict increases in focused attention and failure in gamma regulation is a hallmark of neurological and psychiatric disease. Current theory predicts that gamma oscillations are generated by synchronous activity of fast-spiking inhibitory interneurons with the resulting  rhythmic inhibition producing neural ensemble synchrony by generating a narrow window for effective excitation. We causally tested these hypotheses in barrel cortex in vivo by targeting optogenetic manipulation selectively to fast-spiking  interneurons. Here we show that light-driven activation of fast-spiking interneurons at varied frequencies (8-200 Hz) selectively amplifies gamma oscillations. In contrast pyramidal neuron activation amplifies only lower frequency oscillations a cell-type-specific double dissociation. We found that the timing of a sensory input relative to a gamma cycle determined the amplitude  and precision of evoked responses. Our data directly support the fast-spiking-gamma hypothesis and provide the first causal evidence that distinct network activity states can be induced in vivo by cell-type-specific activation.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnature08002&report=abstract&format=text","2009",26.664,1160,8,TRUE,1,0,1,0
"99","2017-03-24 16:09:00","1",35,135,"10.1016/j.neuron.2014.01.025",2.44,3,3.57,2.04,"It has long been posited that detectability of sensory inputs can be sacrificed in favor of improved discriminability and that sensory adaptation may mediate this trade-off. The extent to which this trade-off exists behaviorally and the complete picture of the underlying neural representations that likely subserve the phenomenon remain unclear. In the rodent vibrissa system an ideal observer analysis of cortical activity measured using voltage-sensitive dye imaging in anesthetized animals was combined with behavioral detection and discrimination tasks thalamic recordings from awake animals and computational modeling to show that spatial discrimination performance was improved following adaptation but at the expense of the ability to detect weak stimuli. Together these results provide direct behavioral evidence for the trade-off between detectability and discriminability that this trade-off can be modulated through bottom-up sensory  adaptation and that these effects correspond to important changes in thalamocortical coding properties.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1016%2Fj.neuron.2014.01.025&report=abstract&format=text","2014",40,1050,0,FALSE,1,2,0,0
"100","2017-02-14 15:11:00","1",35,136,"10.1038/35090500",1.92,3.18,1.77,0,"We examine the dynamics of a neural code in the context of stimuli whose statistical properties are themselves evolving dynamically. Adaptation to these statistics occurs over a wide range of timescales-from tens of milliseconds to minutes. Rapid components of adaptation serve to optimize the information that action potentials carry about rapid stimulus variations within the local statistical ensemble while changes in the rate and statistics of action-potential firing encode information about the ensemble itself thus resolving potential ambiguities. The speed with which information is optimized and ambiguities are resolved approaches the physical limit imposed by statistical sampling and noise.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2F35090500&report=abstract&format=text","2001",1,703,0,FALSE,0,4,2,0
"101","2017-03-24 16:02:00","1",35,153,"10.1038/nn.3797",2.44,2.62,3.57,2.57,"We tested the sensory impact of repeated synchronization of fast-spiking interneurons (FS) an activity pattern thought to underlie neocortical gamma oscillations. We optogenetically drove 'FS-gamma' while mice detected naturalistic vibrissal stimuli and found enhanced detection of less salient stimuli and impaired detection of more salient ones. Prior studies have predicted that the benefit of FS-gamma is generated when sensory neocortical excitation arrives in a specific temporal window 20-25 ms after FS synchronization. To systematically test this prediction we aligned periodic tactile and optogenetic  stimulation. We found that the detection of less salient stimuli was improved only when peripheral drive led to the arrival of excitation 20-25 ms after synchronization and that other temporal alignments either had no effects or impaired detection. These results provide causal evidence that FS-gamma can enhance processing of less salient stimuli those that benefit from the allocation of attention.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnn.3797&report=abstract&format=text","2014",55.98,1012,8,TRUE,1,0,0,0
"102","2017-03-24 15:59:00","1",35,173,"10.1111/ejn.12523",2.56,2.15,1.89,2.14,"We often face the challenge of simultaneously attending to multiple non-contiguous regions of space. There is ongoing debate as to how spatial attention is divided under these situations. Whereas for several years the predominant view was that humans could divide the attentional spotlight several  recent studies argue in favor of a unitary spotlight that rhythmically samples relevant locations. Here this issue was addressed by the use of high-density electrophysiology in concert with the multifocal m-sequence technique to examine  visual evoked responses to multiple simultaneous streams of stimulation. Concurrently we assayed the topographic distribution of alpha-band oscillatory mechanisms a measure of attentional suppression. Participants performed a difficult detection task that required simultaneous attention to two stimuli in contiguous (undivided) or non-contiguous parts of space. In the undivided condition the classic pattern of attentional modulation was observed with increased amplitude of the early visual evoked response and increased alpha amplitude ipsilateral to the attended hemifield. For the divided condition early visual responses to attended stimuli were also enhanced and the observed multifocal topographic distribution of alpha suppression was in line with the divided attention hypothesis. These results support the existence of divided attentional spotlights providing evidence that the corresponding modulation occurs during initial sensory processing time-frames in hierarchically early visual regions and that suppressive mechanisms of visual attention selectively target distracter locations during divided spatial attention.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1111%2Fejn.12523&report=abstract&format=text","2014",2.95,1669,0,FALSE,1,0,2,0
"103","2017-04-11 17:59:00","1",36,250,"10.1371/journal.pone.0094562",1.91,1.3,3.32,1.31,"Huntington disease (HD) is a fatal neurodegenerative disorder caused by a CAG repeat expansion in the gene (HTT) encoding the huntingtin protein (HTT). This mutation leads to multiple cellular and synaptic alterations that are mimicked in many current HD animal models. However the most commonly used well-characterized HD models do not accurately reproduce the genetics of human disease. Recently a new 'humanized' mouse model termed Hu97/18 has been developed that genetically recapitulates human HD including two human HTT alleles no mouse Hdh alleles and heterozygosity of the HD mutation. Previously  behavioral and neuropathological testing in Hu97/18 mice revealed many features of HD yet no electrophysiological measures were employed to investigate possible synaptic alterations. Here we describe electrophysiological changes in the striatum and hippocampus of the Hu97/18 mice. At 9 months of age a stage when cognitive deficits are fully developed and motor dysfunction is also evident Hu97/18 striatal spiny projection neurons (SPNs) exhibited small changes in membrane properties and lower amplitude and frequency of spontaneous excitatory postsynaptic currents (sEPSCs); however release probability from presynaptic terminals was unaltered. Strikingly these mice also exhibited a profound deficiency in long-term potentiation (LTP) at CA3-to-CA1 synapses. In contrast at 6 months of age we found only subtle alterations in SPN synaptic transmission while 3-month old animals did not display any electrophysiologically detectable changes in the striatum and CA1 LTP was intact. Together these data reveal robust progressive deficits in synaptic function and plasticity in Hu97/18 mice consistent with previously reported behavioral abnormalities and suggest an optimal age (9 months) for future electrophysiological assessment in preclinical  studies of HD.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1371%2Fjournal.pone.0094562&report=abstract&format=text","2014",1.25,1870,27,TRUE,0,4,4,1
"104","2016-11-18 22:48:00","1",37,1,"10.1152/jn.01366.2006",3.22,1.13,4.19,2.84,"Brain vasculature is a complex and interconnected network under tight regulatory  control that exists in intimate communication with neurons and glia. Typically hemodynamics are considered to exclusively serve as a metabolic support system. In contrast to this canonical view we propose that hemodynamics also play a role in information processing through modulation of neural activity. Functional hyperemia the basis of the functional MRI (fMRI) BOLD signal is a localized influx of blood correlated with neural activity levels. Functional hyperemia is considered by many to be excessive from a metabolic standpoint but may be appropriate if interpreted as having an activity-dependent neuro-modulatory function. Hemodynamics may impact neural activity through direct and indirect mechanisms. Direct mechanisms include delivery of diffusible blood-borne messengers and mechanical and thermal modulation of neural activity. Indirect mechanisms are proposed to act through hemodynamic modulation of astrocytes which can in turn regulate neural activity. These hemo-neural mechanisms should alter the information processing capacity of active local neural networks. Here  we focus on analysis of neocortical sensory processing. We predict that hemodynamics alter the gain of local cortical circuits modulating the detection  and discrimination of sensory stimuli. This novel view of information processing-that includes hemodynamics as an active and significant participant-has implications for understanding neural representation and the construction of accurate brain models. There are also potential medical benefits  of an improved understanding of the role of hemodynamics in neural processing as it directly bears on interpretation of and potential treatment for stroke dementia and epilepsy.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1152%2Fjn.01366.2006&report=abstract&format=text","2008",21.856,1796,0,FALSE,0,2,0,1
"105","2016-12-15 16:51:00","1",38,98,"10.1038/nmeth.3415",0.98,4.15,3.03,1.65,"The human cerebral cortex develops through an elaborate succession of cellular events that when disrupted can lead to neuropsychiatric disease. The ability to reprogram somatic cells into pluripotent cells that can be differentiated in vitro provides a unique opportunity to study normal and abnormal corticogenesis.  Here we present a simple and reproducible 3D culture approach for generating a laminated cerebral cortex-like structure named human cortical spheroids (hCSs)  from pluripotent stem cells. hCSs contain neurons from both deep and superficial  cortical layers and map transcriptionally to in vivo fetal development. These neurons are electrophysiologically mature display spontaneous activity are surrounded by nonreactive astrocytes and form functional synapses. Experiments in acute hCS slices demonstrate that cortical neurons participate in network activity and produce complex synaptic events. These 3D cultures should allow a detailed interrogation of human cortical development function and disease and may prove a versatile platform for generating other neuronal and glial subtypes in vitro.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnmeth.3415&report=abstract&format=text","2015",240.988,1114,2,TRUE,0,0,0,0
"106","2016-11-16 20:19:00","1",43,11,"10.1073/pnas.1508055112",4.47,4.12,4.47,3.91,"Most aquatic vertebrates use suction to capture food relying on rapid expansion  of the mouth cavity to accelerate water and food into the mouth. In ray-finned fishes mouth expansion is both fast and forceful and therefore requires considerable power. However the cranial muscles of these fishes are relatively small and may not be able to produce enough power for suction expansion. The axial swimming muscles of these fishes also attach to the feeding apparatus and have the potential to generate mouth expansion. Because of their large size these axial muscles could contribute substantial power to suction feeding. To determine whether suction feeding is powered primarily by axial muscles we measured the power required for suction expansion in largemouth bass and compared it to the power capacities of the axial and cranial muscles. Using X-ray reconstruction of moving morphology (XROMM) we generated 3D animations of the mouth skeleton and created a dynamic digital endocast to measure the rate of mouth volume expansion. This time-resolved expansion rate was combined with intraoral pressure recordings to calculate the instantaneous power required for suction feeding. Peak expansion powers for all but the weakest strikes far exceeded the maximum power capacity of the cranial muscles. The axial muscles did not merely contribute but were the primary source of suction expansion power and  generated up to 95% of peak expansion power. The recruitment of axial muscle power may have been crucial for the evolution of high-power suction feeding in ray-finned fishes.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1073%2Fpnas.1508055112&report=abstract&format=text","2015",69.572,1576,3,TRUE,0,1,2,0
"107","2016-11-16 20:20:00","1",43,12,"10.1242/jeb.145383",5,4.02,5,5,"Marker-based XROMM requires software tools for: (1) correcting fluoroscope distortion; (2) calibrating X-ray cameras; (3) tracking radio-opaque markers; and (4) calculating rigid body motion. In this paper we describe and validate XMALab a new open-source software package for marker-based XROMM (C++ source and compiled versions on Bitbucket). Most marker-based XROMM studies to date have used XrayProject in MATLAB. XrayProject can produce results with excellent accuracy and precision but it is somewhat cumbersome to use and requires a MATLAB license. We have designed XMALab to accelerate the XROMM process and to make it more accessible to new users. Features include the four XROMM steps (listed above) in one cohesive user interface real-time plot windows for detecting errors and integration with an online data management system XMAPortal. Accuracy and precision of XMALab when tracking markers in a machined object are ±0.010 and ±0.043 mm respectively. Mean precision for nine users tracking markers in a tutorial dataset of minipig feeding was ±0.062 mm in XMALab and ±0.14 mm in XrayProject. Reproducibility of 3D point locations across nine users was 10-fold greater in XMALab than in XrayProject and six degree-of-freedom bone motions calculated with a joint coordinate system were 3-  to 6-fold more reproducible in XMALab. XMALab is also suitable for tracking white or black markers in standard light videos with optional checkerboard calibration. We expect XMALab to increase both the quality and quantity of animal motion data  available for comparative biomechanics research.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1242%2Fjeb.145383&report=abstract&format=text","2016",56.034,1596,24,TRUE,1,2,7,1
"108","2017-02-27 15:36:00","1",44,35,"10.1038/nature08002",3.51,4.47,3.78,2.59,"Cortical gamma oscillations (20-80 Hz) predict increases in focused attention and failure in gamma regulation is a hallmark of neurological and psychiatric disease. Current theory predicts that gamma oscillations are generated by synchronous activity of fast-spiking inhibitory interneurons with the resulting  rhythmic inhibition producing neural ensemble synchrony by generating a narrow window for effective excitation. We causally tested these hypotheses in barrel cortex in vivo by targeting optogenetic manipulation selectively to fast-spiking  interneurons. Here we show that light-driven activation of fast-spiking interneurons at varied frequencies (8-200 Hz) selectively amplifies gamma oscillations. In contrast pyramidal neuron activation amplifies only lower frequency oscillations a cell-type-specific double dissociation. We found that the timing of a sensory input relative to a gamma cycle determined the amplitude  and precision of evoked responses. Our data directly support the fast-spiking-gamma hypothesis and provide the first causal evidence that distinct network activity states can be induced in vivo by cell-type-specific activation.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnature08002&report=abstract&format=text","2009",26.664,1160,8,TRUE,1,0,1,0
"109","2017-02-13 23:14:00","1",44,135,"10.1016/j.neuron.2014.01.025",2.67,2.81,2.77,1.52,"It has long been posited that detectability of sensory inputs can be sacrificed in favor of improved discriminability and that sensory adaptation may mediate this trade-off. The extent to which this trade-off exists behaviorally and the complete picture of the underlying neural representations that likely subserve the phenomenon remain unclear. In the rodent vibrissa system an ideal observer analysis of cortical activity measured using voltage-sensitive dye imaging in anesthetized animals was combined with behavioral detection and discrimination tasks thalamic recordings from awake animals and computational modeling to show that spatial discrimination performance was improved following adaptation but at the expense of the ability to detect weak stimuli. Together these results provide direct behavioral evidence for the trade-off between detectability and discriminability that this trade-off can be modulated through bottom-up sensory  adaptation and that these effects correspond to important changes in thalamocortical coding properties.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1016%2Fj.neuron.2014.01.025&report=abstract&format=text","2014",40,1050,0,FALSE,1,2,0,0
"110","2017-02-13 23:17:00","1",44,136,"10.1038/35090500",3.26,3.73,3.32,3.32,"We examine the dynamics of a neural code in the context of stimuli whose statistical properties are themselves evolving dynamically. Adaptation to these statistics occurs over a wide range of timescales-from tens of milliseconds to minutes. Rapid components of adaptation serve to optimize the information that action potentials carry about rapid stimulus variations within the local statistical ensemble while changes in the rate and statistics of action-potential firing encode information about the ensemble itself thus resolving potential ambiguities. The speed with which information is optimized and ambiguities are resolved approaches the physical limit imposed by statistical sampling and noise.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2F35090500&report=abstract&format=text","2001",1,703,0,FALSE,0,4,2,0
"111","2017-08-16 09:02:00","2",45,423,"10.1038/srep27252",3.21,2.5,1.17,4.91,"Flying animals accomplish high-speed navigation through fields of obstacles using a suite of sensory modalities that blend spatial memory with input from vision tactile sensing and in the case of most bats and some other animals echolocation. Although a good deal of previous research has been focused on the role of individual modes of sensing in animal locomotion our understanding of sensory integration and the interplay among modalities is still meager. To understand how bats integrate sensory input from echolocation vision and spatial memory we conducted an experiment in which bats flying in their natural  habitat were challenged over the course of several evening emergences with a novel obstacle placed in their flight path. Our analysis of reconstructed flight  data suggests that vision echolocation and spatial memory together with the possible exercise of an ability in using predictive navigation are mutually reinforcing aspects of a composite perceptual system that guides flight. Together with the recent development in robotics our paper points to the possible interpretation that while each stream of sensory information plays an important role in bat navigation it is the emergent effects of combining modalities that enable bats to fly through complex spaces.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fsrep27252&report=abstract&format=text","2016",2,1283,0,FALSE,0,1,2,0
"112","2017-08-18 22:25:00","2",45,425,"10.1073/pnas.0912477107",5,3.63,5,3.58,"Recent evidence suggests that bats can detect the geomagnetic field but the way  in which this is used by them for navigation to a home roost remains unresolved.  The geomagnetic field may be used by animals both to indicate direction and to locate position. In birds directional information appears to be derived from an  interaction of the magnetic field with either the sun or the stars with some evidence suggesting that sunset/sunrise provides the primary directional reference by which a magnetic compass is calibrated daily. We demonstrate that homing greater mouse-eared bats (Myotis myotis) calibrate a magnetic compass with sunset cues by testing their homing response after exposure to an altered magnetic field at and after sunset. Magnetic manipulation at sunset resulted in a counterclockwise shift in orientation compared with controls consistent with sunset calibration of the magnetic field whereas magnetic manipulation after sunset resulted in no change in orientation. Unlike in birds however the pattern of polarization was not necessary for the calibration. For animals that occupy ecological niches where the sunset is rarely observed this is a surprising finding. Yet it may indicate the primacy of the sun as an absolute geographical reference not only for birds but also within other vertebrate taxa.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1073%2Fpnas.0912477107&report=abstract&format=text","2010",36,1326,0,FALSE,3,1,4,0
"113","2017-08-18 22:27:00","2",45,426,"10.1073/pnas.1107365108",4.4,3.27,3.45,4.61,"Navigation the ability to reach desired goal locations is critical for animals  and humans. Animal navigation has been studied extensively in birds insects and some marine vertebrates and invertebrates yet we are still far from elucidating  the underlying mechanisms in other taxonomic groups especially mammals. Here we  report a systematic study of the mechanisms of long-range mammalian navigation. High-resolution global positioning system tracking of bats was conducted here which revealed high fast and very straight commuting flights of Egyptian fruit  bats (Rousettus aegyptiacus) from their cave to remote fruit trees. Bats returned to the same individual trees night after night. When displaced 44 km south bats  homed directly to one of two goal locations--familiar fruit tree or cave--ruling  out beaconing route-following or path-integration mechanisms. Bats released 84  km south within a deep natural crater were initially disoriented (but eventually left the crater toward the home direction and homed successfully) whereas bats released at the crater-edge top homed directly suggesting navigation guided primarily by distal visual landmarks. Taken together these results provide evidence for a large-scale ""cognitive map"" that enables navigation of a mammal within its visually familiar area and they also demonstrate the ability to home back when translocated outside the visually familiar area.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1073%2Fpnas.1107365108&report=abstract&format=text","2011",17.752,1413,4,TRUE,1,0,1,0
"114","2017-08-19 16:02:00","2",45,428,"10.1098/rspb.2001.1941",3.14,2.37,5,2.22,"Why do different species of birds start their dawn choruses at different times? We test the hypothesis that the times at which different species start singing at dawn are related to their visual capability at low light intensities. Birds with  large eyes can achieve greater pupil diameters and hence all other things being  equal greater visual sensitivity and resolution than birds with small eyes. We estimated the maximum pupil diameter of passerine birds by measuring the diameter of the exposed eye surface and measured the times of the first songs at dawn of  songbirds present in different bird communities and the light intensities at these times. Using phylogenetic comparative analyses we found that songbirds with large eyes started to sing at lower light intensities (and therefore earlier) than species with smaller eyes. These relationships were stronger when differences in body size were controlled for statistically and were consistent between two phylogenies and when species were treated as independent data points. Our results therefore provide robust support for the hypothesis that visual capability at low light levels influences the times at which birds start to sing  at dawn.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1098%2Frspb.2001.1941&report=abstract&format=text","2002",5.5,1202,0,FALSE,1,0,1,0
"115","2017-08-19 16:03:00","2",45,429,"10.1098/rsbl.2015.0525",4.47,2.46,3.93,4.55,"In a recent study Greif et al. (Greif et al. Nat Commun 5 4488. (doi:10.1038/ncomms5488)) demonstrated a functional role of polarized light for a bat species confronted with a homing task. These non-migratory bats appeared to calibrate their magnetic compass by using polarized skylight at dusk yet it is unknown if migratory bats also use these cues for calibration. During autumn migration we equipped Nathusius' bats Pipistrellus nathusii with radio transmitters and tested if experimental animals exposed during dusk to a 90° rotated band of polarized light would head in a different direction compared with control animals. After release bats of both groups continued their journey in the same direction. This observation argues against the use of a polarization-calibrated magnetic compass by this migratory bat and questions that the ability of using polarized light for navigation is a consistent feature in bats. This finding matches with observations in some passerine birds that used polarized light for calibration of their magnetic compass before but not during migration.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1098%2Frsbl.2015.0525&report=abstract&format=text","2015",7.65,1085,17,TRUE,1,0,3,0
"116","2017-08-23 09:02:00","2",45,439,"10.1121/1.3519396",1.9,3.93,4.2,4.49,"The directionality of bat echolocation calls defines the width of bats' sonar ""view"" while call intensity directly influences detection range since adequate sound energy must impinge upon objects to return audible echoes. Both are thus crucial parameters for understanding biosonar signal design. Phyllostomid bats have been classified as low intensity or ""whispering bats"" but recent data indicate that this designation may be inaccurate. Echolocation beam directionality in phyllostomids has only been measured through electrode brain-stimulation of restrained bats presumably excluding active beam control via the noseleaf. Here a 12-microphone array was used to measure echolocation call intensity and beam directionality in the frugivorous phyllostomid Carollia  perspicillata echolocating in flight. The results showed a considerably narrower beam shape (half-amplitude beam angles of approximately 16° horizontally and 14°  vertically) and louder echolocation calls [source levels averaging 99 dB sound pressure level (SPL) root mean square] for C. perspicillata than was found for this species when stationary. This suggests that naturally behaving phyllostomids shape their sound beam to achieve a longer and narrower sonar range than previously thought. C. perspicillata orient and forage in the forest interior and the narrow beam might be adaptive in clutter by reducing the number and intensity of off-axis echoes.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1121%2F1.3519396&report=abstract&format=text","2011",3,1427,8,TRUE,1,0,1,1
"117","2017-08-25 09:47:00","2",45,440,"10.1126/science.1202065",2.16,4.1,5,4.81,"When echolocating big brown bats fly in complex surroundings echoes arriving from irrelevant objects (clutter) located to the sides of their sonar beam can mask perception of relevant objects located to the front (targets) causing ""blind spots."" Because the second harmonic is beamed more weakly to the sides than the first harmonic these clutter echoes have a weaker second harmonic. In psychophysical experiments we found that electronically misaligning first and second harmonics in echoes (to mimic the misalignment of corresponding neural responses to harmonics in clutter echoes) disrupts the bat's echo-delay perception but also prevents clutter masking. Electronically offsetting harmonics to realign their neural responses restores delay perception but also clutter interference. Thus bats exploit harmonics to distinguish clutter echoes from target echoes sacrificing delay acuity to suppress masking.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1126%2Fscience.1202065&report=abstract&format=text","2011",26.956,911,0,FALSE,0,0,3,0
"118","2016-11-04 23:32:00","1",48,1,"10.1152/jn.01366.2006",3.06,1.21,4.33,5,"Brain vasculature is a complex and interconnected network under tight regulatory  control that exists in intimate communication with neurons and glia. Typically hemodynamics are considered to exclusively serve as a metabolic support system. In contrast to this canonical view we propose that hemodynamics also play a role in information processing through modulation of neural activity. Functional hyperemia the basis of the functional MRI (fMRI) BOLD signal is a localized influx of blood correlated with neural activity levels. Functional hyperemia is considered by many to be excessive from a metabolic standpoint but may be appropriate if interpreted as having an activity-dependent neuro-modulatory function. Hemodynamics may impact neural activity through direct and indirect mechanisms. Direct mechanisms include delivery of diffusible blood-borne messengers and mechanical and thermal modulation of neural activity. Indirect mechanisms are proposed to act through hemodynamic modulation of astrocytes which can in turn regulate neural activity. These hemo-neural mechanisms should alter the information processing capacity of active local neural networks. Here  we focus on analysis of neocortical sensory processing. We predict that hemodynamics alter the gain of local cortical circuits modulating the detection  and discrimination of sensory stimuli. This novel view of information processing-that includes hemodynamics as an active and significant participant-has implications for understanding neural representation and the construction of accurate brain models. There are also potential medical benefits  of an improved understanding of the role of hemodynamics in neural processing as it directly bears on interpretation of and potential treatment for stroke dementia and epilepsy.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1152%2Fjn.01366.2006&report=abstract&format=text","2008",21.856,1796,0,FALSE,0,2,0,1
